0.14417058	0.024224604	-0.110225044	0.009564301	0.10230398	-0.0023796675	0.16953719	0.04552897	0.023487646	0.1168568	-0.023354262	0.07694719	-0.057095718	-0.087937996	-0.09499111	0.10856961
-0.02123753	0.01873188	-0.043425713	-0.05194817	0.0022127302	0.03434452	0.07647968	-0.028391398	0.0210129	0.01995921	0.045402493	0.049576517	-0.036694914	0.020948337	-0.023710975	-0.011434989
0.0042792824	0.08301444	-0.008237207	-0.09501475	-0.056797218	0.037285946	0.0021293063	-0.09526977	-0.087582074	0.022692733	0.10516812	-0.031071968	-0.0011957716	0.03497533	0.050779317	-0.067569435
0.048875384	0.03132086	-0.041658964	-0.02611507	0.06539201	0.034502354	0.11887274	-0.030607617	-0.02285942	0.064489864	0.0238623	0.010581518	-0.04364923	0.008565298	-0.013190811	0.006810909
0.12027996	0.012790356	-0.06960507	0.06904558	0.10625786	-0.028531883	0.11240496	0.09742804	0.0153123615	0.086098306	-0.04053292	0.086604655	-0.06362068	-0.110667154	-0.05821922	0.042288493
-0.012777706	0.18381323	0.028331911	-0.15833631	-0.023844644	0.062332604	-0.0036814255	-0.046511896	-0.12917182	-0.08324182	0.047323722	-0.050305754	0.09099102	0.045014933	0.08049305	-0.061848868
0.030075677	0.09038573	0.06839334	-0.111819215	0.028530695	0.013741759	0.057386998	-0.08864142	-0.0875871	0.02026545	0.10035561	0.021501435	-0.034942683	-0.0031493187	0.07016419	-0.063625574
0.06719589	0.099216044	-0.07719406	-0.001330748	0.08864633	0.022720804	0.08504137	0.03637038	-0.011213855	0.08896138	0.0023481748	0.045566104	-0.008957101	0.006620166	0.059855245	0.017438605
0.11067162	0.028611945	-0.05387284	0.017456803	0.116309136	-0.049249243	0.07986537	0.024627639	0.06738538	0.14310679	-0.06403109	0.066770725	-0.06214585	-0.04828983	-0.02535484	0.067713544
-0.006509327	0.044865835	0.03487515	-0.078202695	0.036409765	0.044592086	-0.020841954	-0.036553383	-0.06105548	0.07786352	0.06738258	-0.041275144	-0.006145186	0.008883008	0.08778721	-0.056580566
0.05912983	0.12124635	0.0023671335	-0.090747535	0.06000848	-0.0010745275	0.015957605	-0.004475711	-0.041011613	0.033381518	0.008663817	0.012999891	-0.021172706	-0.026747279	0.0065652737	0.0071030185
0.0079009365	-0.07160487	-0.022577748	0.0210341	0.07682566	0.024102746	0.0963099	-0.033319745	-0.05025416	0.0807375	0.04878036	0.12026167	-0.020441342	-0.06729673	-0.083115034	0.0100794425
-0.015423049	0.04470866	0.021593437	-0.081006825	-0.0044322726	0.061728466	0.0030414101	-0.05277088	-0.016421497	0.0048268195	0.017245734	0.040091015	-0.034043513	-0.0018150589	0.0029729072	-0.055252414
-0.012238131	0.0637166	0.002759163	-0.08468511	-0.040185656	0.037111916	-0.018851299	-0.13509528	-0.033844043	0.05683729	0.13295466	0.022397878	-0.02977617	0.088728234	0.023512196	-0.021685982
0.11250549	-0.15171526	-0.09725265	0.070481695	0.081616506	-0.10943418	0.16663624	0.06202472	0.039856896	0.08451776	-0.08019457	0.09637504	-0.15982458	-0.110791065	-0.09661339	0.14479205
-0.00037866776	0.06567513	0.042064413	-0.059030972	-0.03296624	0.087647595	-0.016976127	-0.096939154	-0.10177854	0.018214695	0.057455193	-0.05169537	-0.018836021	0.022789374	0.088054486	-0.03967276
0.034895647	0.044828206	0.014474773	-0.051348004	-0.0032529954	-0.012627746	0.084998	-0.06263254	-0.031858034	0.041763842	0.05463081	0.032755353	-0.013574671	-0.015654618	-0.005366163	0.013530451
-0.051689513	0.013130764	0.078659534	-0.14311938	-0.08991588	0.03977895	-0.04577899	-0.15104438	-0.15334797	-0.019634781	0.120359436	-0.08959917	0.08214651	0.07509261	0.041707866	-0.114427306
0.03710433	0.11036371	0.010167061	-0.094898954	-0.013993934	-0.0025336277	0.09240927	0.004909483	0.003373304	0.061053555	0.021573605	0.046866	0.0018507603	0.027161937	-0.013826453	-0.06713482
-0.006335545	0.0989762	-0.0055738906	-0.006096713	-0.0149092255	0.021917082	0.025219511	0.012849432	0.023169994	-0.008907759	-0.038186546	0.03603706	-0.064115144	-0.002860124	-0.0068271724	-0.033732917
-0.083947435	-0.01568169	0.12273266	-0.15835539	-0.067177474	0.06893589	-0.064056456	-0.14266934	-0.076768614	0.010378267	0.13722539	-0.07098135	0.033792842	0.07230966	0.061187554	-0.06735863
